version,submission,episode,won,opp_family,opp_deck_hash,turn,attack_id,attack_name,attacker_id,attacker_name,our_active_id,our_active_name,our_active_hp,our_active_maxhp,our_active_energy,our_hand,our_bench,their_active_energy,their_grass_energy,hp_after,damage,ko
v22_a,55479857,92610837,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,4,5,2,0,320,0,0
v22_a,55479857,92610837,0,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,140,320,2,6,5,2,0,230,-90,0
v22_a,55479857,92610837,0,Grimmsnarl (mirror),9714ab5c3996f6cc,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,8,4,2,0,320,0,0
v22_a,55479857,92610837,0,Grimmsnarl (mirror),9714ab5c3996f6cc,14,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,8,4,2,0,320,0,0
v22_a,55479857,92611852,1,Alakazam,cc38cb450b86770a,6,1070,Teleportation Attack,741,Abra,648,Marnie's Grimmsnarl ex,300,320,2,7,5,1,0,320,-20,0
v22_a,55479857,92611852,1,Alakazam,cc38cb450b86770a,6,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,7,5,1,0,320,-20,0
v22_a,55479857,92611852,1,Alakazam,cc38cb450b86770a,6,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,7,5,1,0,20,280,0
v22_a,55479857,92611852,1,Alakazam,cc38cb450b86770a,6,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,7,5,1,0,20,280,0
v22_a,55479857,92612806,1,other: Team Rocket's Mewtwo ex,c7f1cd6579e2b0e8,11,560,Rocket Rush,401,Team Rocket's Spidops,648,Marnie's Grimmsnarl ex,320,320,2,7,5,3,4,320,0,0
v22_a,55479857,92613745,1,Archaludon,ee1681b277e66413,3,223,Hammer In,169,Duraludon,860,Snorunt,70,70,0,5,3,1,0,70,0,0
v22_a,55479857,92613745,1,Archaludon,ee1681b277e66413,3,223,Hammer In,169,Duraludon,860,Snorunt,70,70,0,5,3,1,0,70,0,0
v22_a,55479857,92613745,1,Archaludon,ee1681b277e66413,5,223,Hammer In,169,Duraludon,112,Munkidori,100,110,1,4,4,1,0,100,0,0
v22_a,55479857,92613745,1,Archaludon,ee1681b277e66413,5,223,Hammer In,169,Duraludon,112,Munkidori,100,110,1,4,4,1,0,100,0,0
v22_a,55479857,92614685,1,Kangaskhan / Crustle,45fe95772327f96a,7,1092,Rapid-Fire Combo,756,Mega Kangaskhan ex,648,Marnie's Grimmsnarl ex,300,320,2,2,0,4,0,300,0,0
v22_a,55479857,92614685,1,Kangaskhan / Crustle,45fe95772327f96a,7,1092,Rapid-Fire Combo,756,Mega Kangaskhan ex,648,Marnie's Grimmsnarl ex,300,320,2,2,0,4,0,300,0,0
v22_a,55479857,92614685,1,Kangaskhan / Crustle,45fe95772327f96a,9,1092,Rapid-Fire Combo,756,Mega Kangaskhan ex,648,Marnie's Grimmsnarl ex,90,320,2,5,4,5,0,90,0,0
v22_a,55479857,92614685,1,Kangaskhan / Crustle,45fe95772327f96a,11,1092,Rapid-Fire Combo,756,Mega Kangaskhan ex,647,Marnie's Morgrem,100,100,0,4,5,6,0,100,0,0
v22_a,55479857,92615639,1,Archaludon,2b6a7dd699d2b6a5,4,223,Hammer In,190,Archaludon ex,112,Munkidori,110,110,1,4,4,3,0,110,0,0
v22_a,55479857,92615639,1,Archaludon,2b6a7dd699d2b6a5,10,223,Hammer In,169,Duraludon,648,Marnie's Grimmsnarl ex,290,320,2,5,5,3,0,290,0,0
v22_a,55479857,92615639,1,Archaludon,2b6a7dd699d2b6a5,10,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,290,320,2,5,5,3,0,290,0,0
v22_a,55479857,92617522,1,Alakazam,7fa65817cc79c36c,4,1072,Powerful Hand,743,Alakazam,112,Munkidori,110,110,1,2,4,1,0,110,0,0
v22_a,55479857,92617522,1,Alakazam,7fa65817cc79c36c,6,1072,Powerful Hand,743,Alakazam,112,Munkidori,110,110,1,2,3,1,0,110,0,0
v22_a,55479857,92617522,1,Alakazam,7fa65817cc79c36c,6,1072,Powerful Hand,743,Alakazam,112,Munkidori,110,110,1,2,3,1,0,,,1
v22_a,55479857,92617522,1,Alakazam,7fa65817cc79c36c,8,1071,Super Psy Bolt,742,Kadabra,648,Marnie's Grimmsnarl ex,310,320,2,7,3,1,0,310,0,0
v22_a,55479857,92617522,1,Alakazam,7fa65817cc79c36c,8,1071,Super Psy Bolt,742,Kadabra,648,Marnie's Grimmsnarl ex,310,320,2,7,3,1,0,310,0,0
v22_a,55479857,92617522,1,Alakazam,7fa65817cc79c36c,8,1071,Super Psy Bolt,742,Kadabra,648,Marnie's Grimmsnarl ex,310,320,2,7,3,1,0,310,0,0
v22_a,55479857,92618462,1,Dragapult,f2cc4d01d1fab859,2,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,1,5,1,0,0,110,0,0
v22_a,55479857,92618462,1,Dragapult,f2cc4d01d1fab859,2,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,1,5,1,0,0,100,10,0
v22_a,55479857,92618462,1,Dragapult,f2cc4d01d1fab859,4,323,Itchy Pollen,235,Budew,112,Munkidori,110,110,1,8,2,0,0,100,10,0
v22_a,55479857,92618462,1,Dragapult,f2cc4d01d1fab859,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,320,320,2,4,5,2,0,320,0,0
v22_a,55479857,92619385,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,3,7,4,2,0,320,0,0
v22_a,55479857,92619385,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,230,320,3,7,5,2,0,230,0,0
v22_a,55479857,92619385,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,934,Filch,646,Marnie's Impidimp,648,Marnie's Grimmsnarl ex,290,320,3,9,5,1,0,290,0,0
v22_a,55479857,92619385,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,934,Filch,646,Marnie's Impidimp,648,Marnie's Grimmsnarl ex,290,320,3,9,5,1,0,280,10,0
v22_a,55479857,92619385,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,934,Filch,646,Marnie's Impidimp,648,Marnie's Grimmsnarl ex,290,320,3,9,5,1,0,280,10,0
v22_a,55479857,92620337,1,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,8,5,1,0,320,0,0
v22_a,55479857,92621271,1,Alakazam,29929a763bf01096,7,1072,Powerful Hand,743,Alakazam,104,Froslass,90,90,0,4,5,1,0,90,0,0
v22_a,55479857,92621271,1,Alakazam,29929a763bf01096,7,1072,Powerful Hand,743,Alakazam,104,Froslass,90,90,0,4,5,1,0,90,0,0
v22_a,55479857,92622204,1,Mega Lucario,d05bff224d40b9c6,3,976,Corkscrew Punch,673,Makuhita,112,Munkidori,110,110,1,6,3,1,0,110,0,0
v22_a,55479857,92622204,1,Mega Lucario,d05bff224d40b9c6,3,976,Corkscrew Punch,673,Makuhita,112,Munkidori,110,110,1,6,3,2,0,110,0,0
v22_a,55479857,92622204,1,Mega Lucario,d05bff224d40b9c6,9,982,Aura Jab,678,Mega Lucario ex,646,Marnie's Impidimp,70,70,0,4,5,2,0,70,0,0
v22_a,55479857,92622204,1,Mega Lucario,d05bff224d40b9c6,11,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,310,320,2,4,5,2,0,310,0,0
v22_a,55479857,92623138,0,Alakazam,cc38cb450b86770a,3,1072,Powerful Hand,743,Alakazam,860,Snorunt,70,70,0,2,4,1,0,70,0,0
v22_a,55479857,92623138,0,Alakazam,cc38cb450b86770a,3,1072,Powerful Hand,743,Alakazam,860,Snorunt,70,70,0,2,4,1,0,70,0,0
v22_a,55479857,92623138,0,Alakazam,cc38cb450b86770a,5,1072,Powerful Hand,743,Alakazam,646,Marnie's Impidimp,70,70,0,4,5,1,0,70,0,0
v22_a,55479857,92623138,0,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,104,Froslass,90,90,0,7,5,1,0,90,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,5,5,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,5,5,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,2,5,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,3,5,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,8,3,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,8,3,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,8,3,2,0,320,0,0
v22_a,55479857,92624094,0,Grimmsnarl (mirror),9714ab5c3996f6cc,12,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,3,9,2,2,0,200,-30,0
v22_a,55479857,92626016,1,Grimmsnarl (mirror),9714ab5c3996f6cc,2,934,Filch,646,Marnie's Impidimp,112,Munkidori,110,110,0,5,2,1,0,110,0,0
v22_a,55479857,92626016,1,Grimmsnarl (mirror),9714ab5c3996f6cc,2,934,Filch,646,Marnie's Impidimp,112,Munkidori,110,110,0,5,2,1,0,110,0,0
v22_a,55479857,92626016,1,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,112,Munkidori,110,110,0,4,3,2,0,110,0,0
v22_a,55479857,92626016,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,5,3,2,0,320,-10,0
v22_a,55479857,92626016,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,3,7,4,3,0,320,-10,0
v22_a,55479857,92626895,0,Alakazam,cc38cb450b86770a,12,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,3,5,1,0,20,300,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,2,981,Accelerating Stab,677,Riolu,646,Marnie's Impidimp,70,70,0,3,4,1,0,40,30,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,6,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,310,320,2,5,5,1,0,320,-10,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,8,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,250,320,2,5,5,1,0,260,-10,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,8,982,Aura Jab,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,250,320,2,5,5,2,0,260,-10,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,8,983,Mega Brave,678,Mega Lucario ex,648,Marnie's Grimmsnarl ex,250,320,2,5,5,2,0,260,-10,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,10,980,Cosmic Beam,676,Solrock,648,Marnie's Grimmsnarl ex,310,320,2,8,5,3,0,320,-10,0
v22_a,55479857,92627855,1,Mega Lucario,a6535bbccddb9182,10,980,Cosmic Beam,676,Solrock,648,Marnie's Grimmsnarl ex,310,320,2,8,5,3,0,230,80,0
v22_a,55479857,92628804,1,Archaludon,ebd4dbb270dce6a2,6,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,3,4,3,0,100,220,0
v22_a,55479857,92628804,1,Archaludon,ebd4dbb270dce6a2,10,253,Metal Defender,190,Archaludon ex,112,Munkidori,110,110,1,5,4,3,0,,,1
v22_a,55479857,92628804,1,Archaludon,ebd4dbb270dce6a2,12,223,Hammer In,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,5,5,3,0,100,220,0
v22_a,55479857,92628804,1,Archaludon,ebd4dbb270dce6a2,12,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,5,5,3,0,100,220,0
v22_a,55479857,92628804,1,Archaludon,ebd4dbb270dce6a2,14,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,6,5,3,0,100,220,0
v22_a,55479857,92628804,1,Archaludon,ebd4dbb270dce6a2,14,253,Metal Defender,190,Archaludon ex,648,Marnie's Grimmsnarl ex,320,320,2,6,5,3,0,100,220,0
v22_a,55479857,92629750,1,Mega Lopunny / Froslass,a7ee29914c1dce64,4,1225,Gale Thrust,849,Mega Lopunny ex,112,Munkidori,110,110,0,3,3,1,0,110,0,0
v22_a,55479857,92629750,1,Mega Lopunny / Froslass,a7ee29914c1dce64,6,1225,Gale Thrust,849,Mega Lopunny ex,648,Marnie's Grimmsnarl ex,320,320,2,2,2,1,0,90,230,0
v22_a,55479857,92629750,1,Mega Lopunny / Froslass,a7ee29914c1dce64,8,1225,Gale Thrust,849,Mega Lopunny ex,648,Marnie's Grimmsnarl ex,320,320,2,0,4,1,0,90,230,0
v22_a,55479857,92629750,1,Mega Lopunny / Froslass,a7ee29914c1dce64,12,1225,Gale Thrust,849,Mega Lopunny ex,648,Marnie's Grimmsnarl ex,320,320,2,1,4,1,0,90,230,0
v22_a,55479857,92629750,1,Mega Lopunny / Froslass,a7ee29914c1dce64,16,1225,Gale Thrust,849,Mega Lopunny ex,648,Marnie's Grimmsnarl ex,320,320,2,6,5,1,0,90,230,0
v22_a,55479857,92630690,1,Alakazam,cc38cb450b86770a,3,1070,Teleportation Attack,741,Abra,112,Munkidori,110,110,0,6,5,1,0,110,0,0
v22_a,55479857,92630690,1,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,6,5,1,0,300,0,0
v22_a,55479857,92630690,1,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,6,5,1,0,300,0,0
v22_a,55479857,92630690,1,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,300,320,2,6,5,1,0,300,0,0
v22_a,55479857,92630690,1,Alakazam,cc38cb450b86770a,9,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,30,320,2,7,5,1,0,50,-20,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,2,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,0,4,2,0,0,50,20,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,1,4,2,0,0,70,0,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,4,323,Itchy Pollen,235,Budew,646,Marnie's Impidimp,70,70,1,4,2,0,0,50,20,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,6,153,Jet Headbutt,121,Dragapult ex,646,Marnie's Impidimp,70,70,2,9,2,1,0,70,0,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,6,153,Jet Headbutt,121,Dragapult ex,646,Marnie's Impidimp,70,70,2,9,2,2,0,70,0,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,6,154,Phantom Dive,121,Dragapult ex,646,Marnie's Impidimp,70,70,2,9,2,2,0,70,0,0
v22_a,55479857,92631643,1,Dragapult,ca9c3cd8f2088898,8,153,Jet Headbutt,121,Dragapult ex,648,Marnie's Grimmsnarl ex,320,320,2,7,5,2,0,320,0,0
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,5,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,70,70,0,5,5,2,0,70,0,0
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,5,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,70,70,0,5,5,2,0,0,70,1
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,7,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,4,4,2,0,320,0,0
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,7,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,4,4,2,0,320,0,0
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,7,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,4,4,4,0,140,180,0
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,11,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,300,320,2,9,5,3,0,300,0,0
v22_a,55479857,92632577,0,Grimmsnarl (mirror),21c3f20980827cb2,11,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,300,320,2,2,5,3,0,120,180,0
v22_a,55479857,92634432,1,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,646,Marnie's Impidimp,70,70,0,2,3,2,0,70,0,0
v22_a,55479857,92634432,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,2,4,2,0,320,-10,0
v22_a,55479857,92634432,1,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,2,4,2,0,320,-10,0
v22_a,55479857,92634432,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,2,2,4,2,0,180,-10,0
v22_a,55479857,92634432,1,Grimmsnarl (mirror),9714ab5c3996f6cc,8,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,170,320,2,2,4,2,0,180,-10,0
v22_a,55479857,92634432,1,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,310,320,2,1,4,2,0,320,-10,0
v22_a,55479857,92635387,0,Alakazam,a9ef3854232dfae5,5,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,6,3,1,0,320,0,0
v22_a,55479857,92635387,0,Alakazam,a9ef3854232dfae5,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,6,4,1,0,320,0,0
v22_a,55479857,92636318,0,Alakazam,cc38cb450b86770a,3,1072,Powerful Hand,743,Alakazam,646,Marnie's Impidimp,70,70,0,7,3,1,0,70,0,0
v22_a,55479857,92636318,0,Alakazam,cc38cb450b86770a,5,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,3,4,1,0,320,0,0
v22_a,55479857,92636318,0,Alakazam,cc38cb450b86770a,7,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,1,4,1,0,320,0,0
v22_a,55479857,92636318,0,Alakazam,cc38cb450b86770a,9,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,4,4,1,0,320,0,0
v22_a,55479857,92636318,0,Alakazam,cc38cb450b86770a,9,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,4,4,1,0,320,0,0
v22_a,55479857,92636318,0,Alakazam,cc38cb450b86770a,9,1072,Powerful Hand,743,Alakazam,648,Marnie's Grimmsnarl ex,320,320,2,4,4,1,0,320,0,0
v22_a,55479857,92637253,1,other: Hydrapple ex,b97e551a32cdc3a8,8,1326,Wood Hammer,920,Tapu Bulu,104,Froslass,90,90,0,9,5,4,7,90,0,0
v22_a,55479857,92637253,1,other: Hydrapple ex,b97e551a32cdc3a8,8,1326,Wood Hammer,920,Tapu Bulu,104,Froslass,90,90,0,9,5,8,14,90,0,0
v22_a,55479857,92638214,1,Kangaskhan / Crustle,1eda048ea3581634,7,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,300,320,2,4,4,3,2,300,0,0
v22_a,55479857,92638214,1,Kangaskhan / Crustle,1eda048ea3581634,7,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,300,320,2,4,4,3,2,300,0,0
v22_a,55479857,92638214,1,Kangaskhan / Crustle,1eda048ea3581634,9,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,50,320,2,7,5,3,2,70,-20,0
v22_a,55479857,92639143,0,Grimmsnarl (mirror),9714ab5c3996f6cc,4,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,3,3,3,2,0,320,0,0
v22_a,55479857,92639143,0,Grimmsnarl (mirror),9714ab5c3996f6cc,6,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,320,320,2,1,4,2,0,320,0,0
v22_a,55479857,92639143,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,140,320,2,5,5,2,0,140,0,0
v22_a,55479857,92639143,0,Grimmsnarl (mirror),9714ab5c3996f6cc,10,937,Shadow Bullet,648,Marnie's Grimmsnarl ex,648,Marnie's Grimmsnarl ex,140,320,2,5,5,2,0,140,0,0
v22_a,55479857,92640083,1,other: Mega Abomasnow ex,7e7bca6783abe61e,3,1045,Icy Snow,722,Snover,646,Marnie's Impidimp,70,70,1,6,3,2,0,70,0,0
v22_a,55479857,92641024,1,Kangaskhan / Crustle,d6633d3760231fe7,5,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,310,320,2,2,3,3,1,310,0,0
v22_a,55479857,92641024,1,Kangaskhan / Crustle,d6633d3760231fe7,5,479,Superb Scissors,345,Crustle,648,Marnie's Grimmsnarl ex,310,320,2,2,3,3,1,310,0,0
v22_a,55479857,92641024,1,Kangaskhan / Crustle,d6633d3760231fe7,9,479,Superb Scissors,345,Crustle,646,Marnie's Impidimp,70,70,1,4,5,3,2,70,0,0
v22_a,55479857,92641024,1,Kangaskhan / Crustle,d6633d3760231fe7,11,479,Superb Scissors,345,Crustle,860,Snorunt,70,70,0,5,5,3,3,70,0,0
v22_a,55479857,92641024,1,Kangaskhan / Crustle,d6633d3760231fe7,11,479,Superb Scissors,345,Crustle,860,Snorunt,70,70,0,5,5,3,3,70,0,0
