feature,gain,split
candidate_card_id,1419037.2106323242,258
action_type,1045219.9175720215,53
candidate_target_appear_this_turn,683754.6324768066,74
trainer_low_deck_risk,306414.4745788574,64
candidate_target_id,234085.19799804688,113
option_type,227438.3818359375,16
candidate_inplay_area,174080.19458007812,41
post_action_hand_count,150086.9945678711,153
post_action_ko_estimate,142049.29055786133,99
candidate_fills_energy,138076.07861328125,48
candidate_target_is_active,128739.63214111328,62
candidate_target_energy,117400.1304321289,63
candidate_attack_id,98738.7348022461,54
is_bench,78696.74841308594,4
target_is_alakazam,60470.81460571289,19
candidate_hand_cost,48207.23449707031,4
ability_low_deck_risk,47842.94519042969,29
candidate_target_max_hp,45357.456146240234,42
candidate_area,42948.24508666992,9
attack_lethal_estimate,36662.9700012207,24
xerosic_opp_hand_value,34925.50425720215,32
post_action_powerful_hand_damage,27421.401306152344,24
candidate_is_alakazam,24390.328674316406,10
is_retreat,23395.435028076172,14
candidate_is_route_card,22982.8818359375,8
candidate_target_hp,20230.02032470703,20
candidate_fills_stage2,19601.263763427734,14
target_is_dunsparce,19494.31231689453,16
is_trainer,17700.859100341797,7
retreat_active_damage_value,16982.985107421875,20
energy_target_existing_energy_value,16726.859008789062,12
candidate_target_is_bench,14164.053009033203,8
candidate_fills_missing_abra,12169.411102294922,13
is_hammer,10003.274383544922,2
powerful_hand_attack_option,8065.489990234375,7
hammer_opp_active_special_energy_value,7202.656005859375,9
is_xerosic,6722.202941894531,6
boss_opp_bench_low_hp_value,4848.130035400391,6
candidate_target_special_energy,4665.2659912109375,4
is_attack,3853.6201171875,1
energy_target_is_alakazam_value,3308.14013671875,2
is_boss,2845.77001953125,3
attack_overkill_estimate,2523.4039611816406,4
end_has_attack_ready_penalty,2351.9190063476562,2
is_end,2316.2400512695312,2
target_is_abra,2127.6419677734375,4
breaks_current_ko_estimate,2078.3489990234375,3
bench_early_game_value,1796.9169921875,4
energy_target_is_fezandipiti_value,1248.3249816894531,3
target_is_kadabra,1110.3899841308594,3
candidate_is_abra,994.6279907226562,2
target_is_dudunsparce,977.2770080566406,2
hammer_opp_active_energy_value,881.5259704589844,2
candidate_is_rare_candy,715.1610107421875,1
candidate_is_kadabra,315.9570007324219,1
self_active_tool_count,0.0,0
opp_active_special_energy,0.0,0
opp_active_tool_count,0.0,0
self_active_appear_this_turn,0.0,0
opp_active_id,0.0,0
opp_active_hp,0.0,0
opp_active_max_hp,0.0,0
opp_active_damage,0.0,0
opp_active_energy,0.0,0
turn,0.0,0
turn_action_count,0.0,0
first_player_is_self,0.0,0
energy_attached,0.0,0
retreated,0.0,0
stadium_played,0.0,0
supporter_played,0.0,0
self_hand_count,0.0,0
self_deck_count,0.0,0
self_prize_count,0.0,0
self_bench_count,0.0,0
opp_hand_count,0.0,0
opp_deck_count,0.0,0
opp_prize_count,0.0,0
opp_bench_count,0.0,0
self_total_energy,0.0,0
opp_total_energy,0.0,0
self_total_hp,0.0,0
opp_total_hp,0.0,0
self_status_count,0.0,0
opp_status_count,0.0,0
early_game,0.0,0
mid_game,0.0,0
late_game,0.0,0
deck_low_10,0.0,0
deck_low_5,0.0,0
current_powerful_hand_damage,0.0,0
self_active_id,0.0,0
self_active_hp,0.0,0
self_active_max_hp,0.0,0
self_active_damage,0.0,0
self_active_energy,0.0,0
self_active_special_energy,0.0,0
opp_field_743,0.0,0
discard_743,0.0,0
field_743,0.0,0
hand_743,0.0,0
opp_field_742,0.0,0
discard_742,0.0,0
field_742,0.0,0
hand_742,0.0,0
opp_field_741,0.0,0
discard_741,0.0,0
field_741,0.0,0
hand_741,0.0,0
opp_field_343,0.0,0
discard_343,0.0,0
field_343,0.0,0
hand_343,0.0,0
opp_field_305,0.0,0
discard_305,0.0,0
field_305,0.0,0
hand_305,0.0,0
opp_field_140,0.0,0
discard_140,0.0,0
field_140,0.0,0
hand_140,0.0,0
opp_field_66,0.0,0
discard_66,0.0,0
field_66,0.0,0
hand_66,0.0,0
opp_field_19,0.0,0
discard_19,0.0,0
field_19,0.0,0
hand_19,0.0,0
opp_field_13,0.0,0
discard_13,0.0,0
field_13,0.0,0
hand_13,0.0,0
opp_field_5,0.0,0
discard_5,0.0,0
field_5,0.0,0
hand_5,0.0,0
opp_bench_low_hp_count,0.0,0
opp_bench_damaged_count,0.0,0
opp_bench_total_damage,0.0,0
opp_bench_max_energy,0.0,0
opp_bench_max_hp,0.0,0
opp_bench_min_hp,0.0,0
opp_bench_open,0.0,0
self_bench_low_hp_count,0.0,0
self_bench_damaged_count,0.0,0
