trajectory_id,zip_path,zip_name,replay_path,path_variant,rank,submission_id,episode_id,target_seat,seat_method,seat_confidence,exclusion_reason,target_team,observed_target_team,opponent_team,team_names_json,target_reward,target_win,target_loss,deck_hash,opponent_deck_hash,deck_type,majkel_distance,major_card_differences_json,initial_deck_json,alakazam_line,deck_size,usable_manifest
54662660:85928280:0,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85928280/replay/episode_85928280.json,replay,1,54662660,85928280,0,source_manifest,1.0,,Majkel1337,Majkel1337,alessandrozonta,"[""Majkel1337"", ""alessandrozonta""]",1.0,True,False,cc38cb450b86770a,1a5a0c5b50e7199e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85928782:0,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85928782/replay/episode_85928782.json,replay,1,54662660,85928782,0,source_manifest,1.0,,Majkel1337,Majkel1337,taksai,"[""Majkel1337"", ""taksai""]",1.0,True,False,cc38cb450b86770a,027734010940579e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85929245:1,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85929245/replay/episode_85929245.json,replay,1,54662660,85929245,1,source_manifest,1.0,,Majkel1337,Majkel1337,taksai,"[""taksai"", ""Majkel1337""]",-1.0,False,True,cc38cb450b86770a,027734010940579e,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85929556:1,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85929556/replay/episode_85929556.json,replay,1,54662660,85929556,1,source_manifest,1.0,,Majkel1337,Majkel1337,Rmy,"[""Rmy"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,20bc24847121c967,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85930192:0,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85930192/replay/episode_85930192.json,replay,1,54662660,85930192,0,source_manifest,1.0,,Majkel1337,Majkel1337,Yushin Ito,"[""Majkel1337"", ""Yushin Ito""]",1.0,True,False,cc38cb450b86770a,a665414222aea434,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85930660:1,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85930660/replay/episode_85930660.json,replay,1,54662660,85930660,1,source_manifest,1.0,,Majkel1337,Majkel1337,THIRD PTCG Club,"[""THIRD PTCG Club"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,0394aa976101394c,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85931125:1,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85931125/replay/episode_85931125.json,replay,1,54662660,85931125,1,source_manifest,1.0,,Majkel1337,Majkel1337,Budew,"[""Budew"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,4717e5f31ba694d4,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85931599:1,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85931599/replay/episode_85931599.json,replay,1,54662660,85931599,1,source_manifest,1.0,,Majkel1337,Majkel1337,Rmy,"[""Rmy"", ""Majkel1337""]",-1.0,False,True,cc38cb450b86770a,29929a763bf01096,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85932073:0,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85932073/replay/episode_85932073.json,replay,1,54662660,85932073,0,source_manifest,1.0,,Majkel1337,Majkel1337,vibechu,"[""Majkel1337"", ""vibechu""]",1.0,True,False,cc38cb450b86770a,cb1dc529006ce4c5,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
54662660:85932548:1,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\kaggle_top50\latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660.zip,latest_rank01_Majkel1337_54662660_top_54662660/episodes/85932548/replay/episode_85932548.json,replay,1,54662660,85932548,1,source_manifest,1.0,,Majkel1337,Majkel1337,Rmy,"[""Rmy"", ""Majkel1337""]",1.0,True,False,cc38cb450b86770a,29929a763bf01096,majkel_exact,0.0,[],"[5, 5, 13, 19, 19, 19, 19, 66, 66, 140, 305, 305, 305, 343, 741, 741, 741, 741, 742, 742, 742, 742, 743, 743, 743, 743, 1079, 1079, 1079, 1081, 1081, 1081, 1081, 1086, 1086, 1086, 1086, 1097, 1129, 1152, 1152, 1152, 1152, 1182, 1182, 1182, 1184, 1197, 1197, 1197, 1225, 1225, 1225, 1225, 1231, 1231, 1231, 1231, 1266, 1266]",True,60.0,True
