feature,gain,split
action_type,1394840.9656677246,54
candidate_card_id,1225955.3271636963,242
candidate_target_appear_this_turn,654324.169128418,73
trainer_low_deck_risk,294113.4735107422,58
candidate_target_id,263133.0152130127,140
post_action_hand_count,178303.81497192383,165
candidate_inplay_area,176742.9760131836,40
candidate_target_energy,163024.62677001953,57
post_action_ko_estimate,140868.4207458496,102
option_type,107941.75500488281,18
candidate_target_is_active,101124.4430847168,30
candidate_target_max_hp,99383.8776550293,24
candidate_fills_energy,80790.1996459961,36
evolve_builds_backup_alakazam,76057.19201660156,26
candidate_attack_id,73997.79922485352,51
ability_low_deck_risk,57719.24572753906,29
end_ready_active_alakazam_penalty,57112.64108276367,34
target_is_alakazam,47854.37805175781,17
retreat_to_ready_backup_value,42411.477966308594,20
candidate_target_is_bench,36974.435943603516,8
end_has_attack_ready_penalty,35903.531341552734,16
xerosic_opp_hand_value,32394.697998046875,32
is_trainer,27799.628936767578,12
attack_lethal_estimate,27151.50213623047,18
post_action_powerful_hand_damage,22192.366973876953,22
is_retreat,20638.647094726562,13
candidate_area,20603.88067626953,11
candidate_is_route_card,15889.872985839844,10
energy_target_existing_energy_value,14867.363983154297,20
energy_target_is_alakazam_value,14711.912109375,7
is_bench,12262.9736328125,3
candidate_fills_stage2,12059.454040527344,10
is_end,11627.379760742188,4
retreat_active_damage_value,10229.21401977539,15
candidate_target_hp,10162.490936279297,17
candidate_fills_missing_abra,9540.381225585938,11
candidate_hand_cost,8387.511108398438,6
hammer_opp_active_special_energy_value,7728.6131591796875,8
target_is_dunsparce,6431.4990234375,4
boss_opp_bench_low_hp_value,5415.221008300781,4
is_xerosic,4624.598937988281,4
candidate_is_alakazam,4325.85986328125,1
attack_overkill_estimate,4036.337921142578,4
is_boss,2690.530029296875,1
energy_target_is_fezandipiti_value,2063.5450134277344,3
bench_early_game_value,2045.9970092773438,5
target_is_abra,1617.8199462890625,1
hammer_opp_active_energy_value,1356.5290222167969,4
breaks_current_ko_estimate,1159.7699584960938,2
candidate_is_kadabra,1070.3199462890625,1
candidate_target_special_energy,805.8720092773438,1
target_is_kadabra,787.5580139160156,2
evolve_builds_active_alakazam,758.8839721679688,1
target_is_dudunsparce,614.6949768066406,2
powerful_hand_attack_option,280.1260070800781,1
opp_bench_max_energy,0.0,0
self_bench_damaged_count,0.0,0
self_bench_low_hp_count,0.0,0
opp_bench_open,0.0,0
opp_bench_min_hp,0.0,0
opp_bench_max_hp,0.0,0
self_bench_max_hp,0.0,0
self_bench_max_energy,0.0,0
self_bench_total_damage,0.0,0
turn,0.0,0
turn_action_count,0.0,0
first_player_is_self,0.0,0
energy_attached,0.0,0
retreated,0.0,0
stadium_played,0.0,0
supporter_played,0.0,0
self_hand_count,0.0,0
self_deck_count,0.0,0
self_prize_count,0.0,0
self_bench_count,0.0,0
opp_hand_count,0.0,0
opp_deck_count,0.0,0
opp_prize_count,0.0,0
opp_bench_count,0.0,0
self_total_energy,0.0,0
opp_total_energy,0.0,0
self_total_hp,0.0,0
opp_total_hp,0.0,0
self_status_count,0.0,0
opp_status_count,0.0,0
early_game,0.0,0
mid_game,0.0,0
late_game,0.0,0
deck_low_10,0.0,0
deck_low_5,0.0,0
current_powerful_hand_damage,0.0,0
self_active_id,0.0,0
self_active_hp,0.0,0
self_active_max_hp,0.0,0
self_active_damage,0.0,0
self_active_energy,0.0,0
self_active_special_energy,0.0,0
self_active_tool_count,0.0,0
self_active_appear_this_turn,0.0,0
opp_active_id,0.0,0
opp_active_hp,0.0,0
opp_active_max_hp,0.0,0
opp_active_damage,0.0,0
opp_active_energy,0.0,0
opp_active_special_energy,0.0,0
opp_active_tool_count,0.0,0
opp_active_appear_this_turn,0.0,0
self_bench_open,0.0,0
self_bench_min_hp,0.0,0
opp_field_1086,0.0,0
discard_1086,0.0,0
field_1086,0.0,0
hand_1086,0.0,0
