episode_id,seat_index,leaderboard_rank,team_name,submission_id,source_cohort,storage_type,storage_path,replay_path,teacher_priority,created_at,seat_source
86408738,0,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86408738/replay/episode_86408738.json,0.5773502691896258,,archive_episodes_json
86408738,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86408738/replay/episode_86408738.json,0.5773502691896258,,archive_episodes_json
86408958,0,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86408958/replay/episode_86408958.json,0.5773502691896258,,archive_episodes_json
86409151,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86409151/replay/episode_86409151.json,0.5773502691896258,,archive_episodes_json
86409475,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86409475/replay/episode_86409475.json,0.5773502691896258,,archive_episodes_json
86409998,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86409998/replay/episode_86409998.json,0.5773502691896258,,archive_episodes_json
86410515,0,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86410515/replay/episode_86410515.json,0.5773502691896258,,archive_episodes_json
86411030,0,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86411030/replay/episode_86411030.json,0.5773502691896258,,archive_episodes_json
86411553,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86411553/replay/episode_86411553.json,0.5773502691896258,,archive_episodes_json
86412090,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86412090/replay/episode_86412090.json,0.5773502691896258,,archive_episodes_json
86412626,1,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86412626/replay/episode_86412626.json,0.5773502691896258,,archive_episodes_json
86413139,0,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86413139/replay/episode_86413139.json,0.5773502691896258,,archive_episodes_json
86413654,0,3,Yushin Ito,54773249,yushin_20260717,zip,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\leaderboard_top50\alakazam\20260717_kaggle_top20\rank06_Yushin_Ito_sub54773249_full.zip,rank06_Yushin_Ito_sub54773249/episodes/86413654/replay/episode_86413654.json,0.5773502691896258,,archive_episodes_json
