team_id,team_name,leaderboard_rank,leaderboard_score,submission_id,episode_id,seat_index,create_time,end_time,agent_0_submission_id,agent_1_submission_id,replay_path,download_status,deck_hash,deck_cards,error
16380946,flg,2,1229.3,55456110,92283988,0,2026-08-12T10:25:08.074493900Z,2026-08-12T10:26:14.720839600Z,55456110,55456110,replays/episode_92283988.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92283988,1,2026-08-12T10:25:08.074493900Z,2026-08-12T10:26:14.720839600Z,55456110,55456110,replays/episode_92283988.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92284087,1,2026-08-12T10:27:48.122489200Z,2026-08-12T10:28:49.945122400Z,54431409,55456110,replays/episode_92284087.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92285012,0,2026-08-12T10:31:40.231839500Z,2026-08-12T10:32:26.610393300Z,55456110,55417943,replays/episode_92285012.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92285959,0,2026-08-12T10:35:40.182343Z,2026-08-12T10:36:28.417647800Z,55456110,54971586,replays/episode_92285959.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92286906,0,2026-08-12T10:39:41.404779Z,2026-08-12T10:40:44.628538600Z,55456110,55454962,replays/episode_92286906.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92287853,0,2026-08-12T10:43:40.642098900Z,2026-08-12T10:45:08.703694800Z,55456110,55443079,replays/episode_92287853.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92288804,1,2026-08-12T10:47:39.995477100Z,2026-08-12T10:55:38.404717800Z,55451300,55456110,replays/episode_92288804.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92289732,0,2026-08-12T10:51:43.439634200Z,2026-08-12T10:53:21.201071400Z,55456110,55444064,replays/episode_92289732.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92290679,1,2026-08-12T10:55:41.081215800Z,2026-08-12T10:56:54.865272400Z,55244513,55456110,replays/episode_92290679.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92291618,0,2026-08-12T10:59:46.085146200Z,2026-08-12T11:00:54.826518400Z,55456110,55409691,replays/episode_92291618.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92292555,1,2026-08-12T11:03:43.479926700Z,2026-08-12T11:05:21.997340900Z,55437453,55456110,replays/episode_92292555.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92293493,0,2026-08-12T11:07:40.482439700Z,2026-08-12T11:08:33.333888100Z,55456110,55417110,replays/episode_92293493.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92293566,0,2026-08-12T11:07:40.586107100Z,2026-08-12T11:08:40.859894500Z,55456110,55455252,replays/episode_92293566.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92294434,0,2026-08-12T11:11:40.418576600Z,2026-08-12T11:12:45.382291900Z,55456110,55425377,replays/episode_92294434.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92295384,1,2026-08-12T11:15:38.401077200Z,2026-08-12T11:16:41.899128900Z,55453867,55456110,replays/episode_92295384.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92296306,0,2026-08-12T11:19:35.758834400Z,2026-08-12T11:20:47.721692200Z,55456110,55447799,replays/episode_92296306.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92297282,1,2026-08-12T11:23:35.890302Z,2026-08-12T11:24:44.094822900Z,55435889,55456110,replays/episode_92297282.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92298182,0,2026-08-12T11:27:35.608061600Z,2026-08-12T11:29:15.783668400Z,55456110,55449330,replays/episode_92298182.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92299099,0,2026-08-12T11:31:35.447695700Z,2026-08-12T11:33:09.861669800Z,55456110,55350342,replays/episode_92299099.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92300062,0,2026-08-12T11:35:36.252962Z,2026-08-12T11:36:50.120556800Z,55456110,55449976,replays/episode_92300062.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92300289,0,2026-08-12T11:35:36.597798400Z,2026-08-12T11:36:51.798769Z,55456110,55452664,replays/episode_92300289.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92301013,1,2026-08-12T11:39:36.579080300Z,2026-08-12T11:41:00.495710700Z,55449976,55456110,replays/episode_92301013.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92301956,0,2026-08-12T11:43:35.649049800Z,2026-08-12T11:44:32.588717Z,55456110,55444485,replays/episode_92301956.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92302885,0,2026-08-12T11:47:35.589848300Z,2026-08-12T11:48:21.868821700Z,55456110,55452240,replays/episode_92302885.json,success,202ee2cec6cbe8b4,60,
16380946,flg,2,1229.3,55456110,92303820,1,2026-08-12T11:51:35.879584100Z,2026-08-12T11:52:36.068543Z,55415842,55456110,replays/episode_92303820.json,success,202ee2cec6cbe8b4,60,
