leaderboard_rank,team_id,team_name,submission_id,submission_score,leaderboard_submission_id,episode_id,episode_state,episode_type,created_at,ended_at,seat_index,opponent_submission_id,opponent_team_name,agent_0_submission_id,agent_1_submission_id,deck_hash,matched_deck_card_ids,replay_path,log_paths,download_status,error,downloaded_at
,16561259,kd,55187358,1116.3,55187358,89815951,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-03T23:36:05.237943600Z,2026-08-03T23:38:09.756544600Z,1,55188658,,55188658,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89815951\replay\episode_89815951.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89817734,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-03T23:48:05.152183300Z,2026-08-03T23:50:09.394341200Z,1,55138264,,55138264,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89817734\replay\episode_89817734.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89817817,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-03T23:48:05.276434800Z,2026-08-03T23:51:04.242192800Z,1,55217845,,55217845,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89817817\replay\episode_89817817.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89824325,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T00:32:05.249270900Z,2026-08-04T00:34:37.234900600Z,1,55153405,,55153405,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89824325\replay\episode_89824325.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89837029,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T02:00:06.085685100Z,2026-08-04T02:02:37.319058300Z,1,55224797,,55224797,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89837029\replay\episode_89837029.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89838238,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T02:08:04.829133600Z,2026-08-04T02:11:02.372661400Z,0,55224393,,55187358,55224393,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89838238\replay\episode_89838238.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89852067,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T03:40:05.029511100Z,2026-08-04T03:43:19.715398200Z,0,55225120,,55187358,55225120,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89852067\replay\episode_89852067.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89852735,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T03:44:06.365149300Z,2026-08-04T03:45:25.698836600Z,1,55224879,,55224879,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89852735\replay\episode_89852735.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89865263,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T05:08:05.050797100Z,2026-08-04T05:10:54.943624500Z,1,55198284,,55198284,55187358,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89865263\replay\episode_89865263.json,,success,,
,16561259,kd,55187358,1116.3,55187358,89867040,COMPLETED,EPISODE_TYPE_PUBLIC,2026-08-04T05:20:04.987443700Z,2026-08-04T05:22:42.828403100Z,0,55193872,,55187358,55193872,9714ab5c3996f6cc,60,C:\Users\shiba\ptcc_pokemon_ai_buttle\data\runs\grimmsnarl\v18_teacher_55187358\episodes\89867040\replay\episode_89867040.json,,success,,
