feature,gain,split
candidate_card_id,771101.0719451904,252
action_type,711413.4839935303,55
candidate_target_appear_this_turn,328741.6432495117,75
trainer_low_deck_risk,245652.482131958,58
post_action_hand_count,127518.73017883301,206
candidate_target_id,119176.19578552246,136
candidate_target_is_active,108974.65879821777,43
post_action_ko_estimate,72329.6932220459,121
candidate_attack_id,63293.55123901367,59
candidate_inplay_area,56769.88705444336,31
candidate_fills_energy,48120.35290527344,47
candidate_target_energy,40952.38278198242,43
energy_target_existing_energy_value,34918.3942565918,27
target_is_alakazam,31074.05320739746,18
ability_low_deck_risk,29083.98225402832,28
candidate_target_max_hp,22513.434951782227,35
candidate_area,22215.772430419922,14
option_type,21446.690155029297,19
xerosic_opp_hand_value,21350.19691467285,34
candidate_fills_stage2,20655.585006713867,17
target_is_dudunsparce,19133.659210205078,3
candidate_target_hp,15708.088897705078,23
attack_lethal_estimate,12319.250930786133,21
is_retreat,11201.567901611328,14
boss_opp_bench_low_hp_value,9829.009201049805,7
retreat_active_damage_value,8653.248947143555,22
is_attack,7606.34912109375,2
candidate_is_alakazam,7316.854888916016,6
post_action_powerful_hand_damage,6757.869964599609,10
candidate_is_route_card,6204.603958129883,9
candidate_fills_missing_abra,5188.508972167969,10
candidate_target_is_bench,4768.621978759766,4
powerful_hand_attack_option,4589.320068359375,4
attack_overkill_estimate,4101.877044677734,7
is_boss,3610.93994140625,1
is_xerosic,2915.425033569336,5
energy_target_is_alakazam_value,2632.75,1
target_is_kadabra,2089.4319458007812,4
hammer_opp_active_energy_value,1799.5929718017578,5
boss_opp_bench_value,1736.6400146484375,1
bench_early_game_value,1620.6210021972656,3
breaks_current_ko_estimate,1496.510009765625,3
candidate_is_psychic_energy,1280.781005859375,3
candidate_is_rare_candy,1237.47998046875,1
candidate_hand_cost,729.802978515625,1
hammer_opp_active_special_energy_value,692.7920074462891,2
end_has_attack_ready_penalty,685.7349853515625,3
target_is_abra,547.4729919433594,2
is_energy,503.3280029296875,1
is_trainer,277.7650146484375,1
energy_target_is_fezandipiti_value,273.0329895019531,1
candidate_target_special_energy,200.2239990234375,1
candidate_is_kadabra,184.29100036621094,1
self_active_tool_count,0.0,0
self_active_appear_this_turn,0.0,0
opp_active_id,0.0,0
opp_active_special_energy,0.0,0
opp_active_tool_count,0.0,0
opp_active_appear_this_turn,0.0,0
self_bench_open,0.0,0
opp_active_hp,0.0,0
opp_active_max_hp,0.0,0
opp_active_damage,0.0,0
opp_active_energy,0.0,0
turn,0.0,0
turn_action_count,0.0,0
first_player_is_self,0.0,0
energy_attached,0.0,0
retreated,0.0,0
stadium_played,0.0,0
supporter_played,0.0,0
self_hand_count,0.0,0
self_deck_count,0.0,0
self_prize_count,0.0,0
self_bench_count,0.0,0
opp_hand_count,0.0,0
opp_deck_count,0.0,0
opp_prize_count,0.0,0
opp_bench_count,0.0,0
self_total_energy,0.0,0
opp_total_energy,0.0,0
self_total_hp,0.0,0
opp_total_hp,0.0,0
self_status_count,0.0,0
opp_status_count,0.0,0
early_game,0.0,0
mid_game,0.0,0
late_game,0.0,0
deck_low_10,0.0,0
deck_low_5,0.0,0
current_powerful_hand_damage,0.0,0
self_active_id,0.0,0
self_active_hp,0.0,0
self_active_max_hp,0.0,0
self_active_damage,0.0,0
self_active_energy,0.0,0
self_active_special_energy,0.0,0
opp_field_743,0.0,0
discard_743,0.0,0
field_743,0.0,0
hand_743,0.0,0
opp_field_742,0.0,0
discard_742,0.0,0
field_742,0.0,0
hand_742,0.0,0
opp_field_741,0.0,0
discard_741,0.0,0
field_741,0.0,0
hand_741,0.0,0
