feature,gain,split
candidate_card_id,1578322.062133789,259
action_type,997053.7971496582,47
candidate_target_appear_this_turn,664725.7083740234,70
candidate_target_id,240268.29751586914,109
trainer_low_deck_risk,210814.38034057617,51
candidate_target_is_active,186380.07205200195,42
post_action_hand_count,183468.6851196289,171
candidate_target_energy,128426.02847290039,54
option_type,118455.67959594727,12
candidate_attack_id,111885.18862915039,44
candidate_fills_energy,110675.24264526367,41
post_action_ko_estimate,108861.42782592773,85
evolve_builds_backup_alakazam,87009.83270263672,39
optional_draw_under_deck_pressure,75003.9868774414,32
candidate_inplay_area,66615.40048217773,26
end_ready_active_alakazam_penalty,57050.793060302734,35
attack_lethal_estimate,56177.00061035156,23
target_is_alakazam,53845.74725341797,14
ability_low_deck_risk,50780.54724121094,22
candidate_area,48614.49304199219,12
candidate_target_is_bench,42931.37615966797,3
retreat_to_ready_backup_value,38181.20883178711,21
candidate_target_max_hp,36973.72912597656,30
xerosic_opp_hand_value,35592.73031616211,32
energy_target_existing_energy_value,33897.46792602539,17
end_has_attack_ready_penalty,27738.07110595703,18
post_action_powerful_hand_damage,23091.234130859375,22
is_retreat,23069.44091796875,14
is_trainer,17629.739166259766,10
evolve_kadabra_to_active,17626.107849121094,8
candidate_fills_stage2,16057.7744140625,7
is_end,14985.65219116211,4
candidate_is_route_card,14496.371856689453,5
energy_support_pivot_value,14240.488861083984,15
is_attack,13756.7001953125,1
retreat_active_damage_value,11165.119049072266,15
target_is_dunsparce,9969.800170898438,9
energy_target_is_alakazam_value,9160.677032470703,7
hammer_opp_active_special_energy_value,8870.849914550781,6
powerful_hand_attack_option,8678.4140625,7
candidate_fills_missing_abra,8567.098846435547,8
candidate_is_rare_candy,7723.6697998046875,2
boss_opp_bench_low_hp_value,6169.73876953125,3
candidate_hand_cost,5227.9388427734375,4
target_is_abra,4280.132995605469,4
candidate_target_hp,4178.901031494141,7
is_xerosic,4061.9419860839844,5
bench_backup_route_under_boardout_risk,4027.153076171875,4
candidate_target_special_energy,3007.8900146484375,3
candidate_is_kadabra,2993.6319885253906,3
energy_target_is_fezandipiti_value,2679.93994140625,1
is_bench,2585.5400390625,1
target_is_kadabra,1817.7519836425781,3
bench_early_game_value,1616.35400390625,3
attack_with_ready_active_alakazam,1552.3599853515625,1
hammer_opp_active_energy_value,1462.1720275878906,3
attack_overkill_estimate,1271.4549865722656,3
breaks_current_ko_estimate,1167.9549560546875,2
evolve_kadabra_target_damage,346.3789978027344,1
discard_5,0.0,0
opp_field_5,0.0,0
hand_13,0.0,0
field_13,0.0,0
discard_13,0.0,0
opp_field_13,0.0,0
hand_19,0.0,0
field_19,0.0,0
discard_19,0.0,0
opp_field_19,0.0,0
hand_66,0.0,0
field_66,0.0,0
discard_66,0.0,0
opp_field_66,0.0,0
hand_104,0.0,0
field_104,0.0,0
discard_104,0.0,0
opp_field_104,0.0,0
hand_140,0.0,0
field_140,0.0,0
discard_140,0.0,0
opp_field_140,0.0,0
hand_305,0.0,0
field_305,0.0,0
discard_305,0.0,0
opp_field_305,0.0,0
hand_343,0.0,0
field_343,0.0,0
discard_343,0.0,0
opp_field_343,0.0,0
hand_648,0.0,0
field_648,0.0,0
discard_648,0.0,0
opp_field_648,0.0,0
hand_741,0.0,0
field_741,0.0,0
discard_741,0.0,0
opp_field_741,0.0,0
hand_742,0.0,0
field_742,0.0,0
discard_742,0.0,0
opp_field_742,0.0,0
hand_743,0.0,0
field_743,0.0,0
discard_743,0.0,0
opp_field_743,0.0,0
hand_1079,0.0,0
field_1079,0.0,0
discard_1079,0.0,0
opp_field_1079,0.0,0
hand_1081,0.0,0
field_1081,0.0,0
discard_1081,0.0,0
opp_field_1081,0.0,0
hand_1086,0.0,0
field_1086,0.0,0
discard_1086,0.0,0
opp_field_1086,0.0,0
hand_1097,0.0,0
field_1097,0.0,0
discard_1097,0.0,0
opp_field_1097,0.0,0
hand_1129,0.0,0
field_1129,0.0,0
discard_1129,0.0,0
opp_field_1129,0.0,0
hand_1152,0.0,0
field_1152,0.0,0
discard_1152,0.0,0
opp_field_1152,0.0,0
hand_1182,0.0,0
field_1182,0.0,0
discard_1182,0.0,0
opp_field_1182,0.0,0
hand_1197,0.0,0
field_1197,0.0,0
discard_1197,0.0,0
opp_field_1197,0.0,0
hand_1225,0.0,0
field_1225,0.0,0
discard_1225,0.0,0
opp_field_1225,0.0,0
hand_1231,0.0,0
field_1231,0.0,0
discard_1231,0.0,0
opp_field_1231,0.0,0
hand_1266,0.0,0
field_1266,0.0,0
discard_1266,0.0,0
opp_field_1266,0.0,0
ready_alakazam_count,0.0,0
has_ready_alakazam,0.0,0
ready_active_alakazam_count,0.0,0
has_ready_active_alakazam,0.0,0
ready_bench_alakazam_count,0.0,0
has_ready_backup_alakazam,0.0,0
active_is_fezandipiti,0.0,0
active_is_setup_wall,0.0,0
field_route_body_count,0.0,0
has_abra_anywhere,0.0,0
has_bridge_anywhere,0.0,0
has_alakazam_anywhere,0.0,0
has_psychic_energy_in_hand,0.0,0
complete_route_components,0.0,0
needs_first_abra,0.0,0
needs_stage2,0.0,0
needs_attacker_energy,0.0,0
dudunsparce_engine_count,0.0,0
dunsparce_engine_count,0.0,0
opp_froslass_count,0.0,0
opp_has_froslass,0.0,0
opp_has_grimmsnarl_ex,0.0,0
self_froslass_vulnerable_count,0.0,0
stadium_id,0.0,0
select_type,0.0,0
select_context,0.0,0
select_min_count,0.0,0
select_max_count,0.0,0
turn,0.0,0
turn_action_count,0.0,0
first_player_is_self,0.0,0
bench_shaymin_into_grimmsnarl,0.0,0
ability_repositions_to_ready_backup_value,0.0,0
evolve_builds_active_alakazam,0.0,0
self_board_count,0.0,0
self_last_body_risk,0.0,0
has_backup_route_body,0.0,0
self_total_hp,0.0,0
opp_total_hp,0.0,0
self_status_count,0.0,0
opp_status_count,0.0,0
early_game,0.0,0
mid_game,0.0,0
late_game,0.0,0
current_ko_estimate,0.0,0
deck_low_10,0.0,0
deck_low_5,0.0,0
preserves_current_ko_estimate,0.0,0
current_powerful_hand_damage,0.0,0
self_active_id,0.0,0
self_active_hp,0.0,0
self_active_max_hp,0.0,0
candidate_is_abra,0.0,0
self_active_damage,0.0,0
candidate_is_alakazam,0.0,0
self_active_energy,0.0,0
self_active_special_energy,0.0,0
self_active_tool_count,0.0,0
self_active_appear_this_turn,0.0,0
opp_active_id,0.0,0
opp_active_hp,0.0,0
target_is_dudunsparce,0.0,0
opp_active_max_hp,0.0,0
opp_active_damage,0.0,0
opp_active_energy,0.0,0
opp_active_special_energy,0.0,0
opp_active_tool_count,0.0,0
opp_active_appear_this_turn,0.0,0
self_bench_open,0.0,0
is_evolve,0.0,0
is_ability,0.0,0
is_energy,0.0,0
is_boss,0.0,0
self_bench_min_hp,0.0,0
is_hammer,0.0,0
self_bench_max_hp,0.0,0
self_bench_max_energy,0.0,0
is_other,0.0,0
self_bench_total_damage,0.0,0
self_bench_damaged_count,0.0,0
self_bench_low_hp_count,0.0,0
boss_opp_bench_value,0.0,0
opp_bench_open,0.0,0
opp_bench_min_hp,0.0,0
retreat_status_value,0.0,0
opp_bench_max_hp,0.0,0
opp_bench_max_energy,0.0,0
opp_bench_total_damage,0.0,0
evolve_target_is_abra_value,0.0,0
evolve_target_is_kadabra_value,0.0,0
candidate_is_psychic_energy,0.0,0
evolve_kadabra_to_bench,0.0,0
opp_bench_damaged_count,0.0,0
evolve_kadabra_under_froslass,0.0,0
deck_runway_margin,0.0,0
deck_pressure_risk,0.0,0
hand_112,0.0,0
field_112,0.0,0
discard_112,0.0,0
opp_field_112,0.0,0
opp_munkidori_count,0.0,0
opp_has_munkidori,0.0,0
opp_spread_package_count,0.0,0
self_has_shaymin,0.0,0
opp_bench_low_hp_count,0.0,0
bench_shaymin_into_spread_package,0.0,0
hand_5,0.0,0
field_5,0.0,0
active_is_one_energy_pivot,0.0,0
support_pivot_ready,0.0,0
energy_attached,0.0,0
retreated,0.0,0
stadium_played,0.0,0
supporter_played,0.0,0
self_hand_count,0.0,0
self_deck_count,0.0,0
self_prize_count,0.0,0
self_bench_count,0.0,0
opp_hand_count,0.0,0
opp_deck_count,0.0,0
opp_prize_count,0.0,0
opp_bench_count,0.0,0
self_total_energy,0.0,0
opp_total_energy,0.0,0
retreat_support_pivot_value,0.0,0
